titulo,año,duracion,pais,directores,guionistas,musicos,fotografos,actores,productores,generos,nota,votos,votacion
Sin City: Una dama por la que matar ,2014,102 min.,Estados Unidos,"['Robert Rodriguez', 'Frank Miller']","['Frank Miller', 'Frank Miller']","['Robert Rodriguez', 'Carl Thiel']",['Robert Rodriguez'],"['Mickey Rourke', 'Josh Brolin', 'Jessica Alba', 'Joseph Gordon-Levitt', 'Eva Green', 'Powers Boothe', 'Rosario Dawson', 'Dennis Haysbert', 'Bruce Willis', 'Ray Liotta', 'Christopher Meloni', 'Jeremy Piven', 'Jamie Chung', 'Christopher Lloyd', 'Jaime King', 'Juno Temple', 'Stacy Keach', 'Marton Csokas', 'Jude Ciccolella', 'Julia Garner', 'Lady Gaga', 'Alexa PenaVega', 'Patricia Vonne', 'Bart Fletcher', 'Billy Blair', 'Johnny Reno', 'Frank Miller', 'Robert Rodriguez']","['The Weinstein Company', 'Dimension Films', 'Aldamisa Entertainment', 'Demarest Films', 'Miramax', 'Solipsist Film', 'Troublemaker Studios']","['Cine negro', 'Acción', 'Thriller', 'Neo-noir', 'Secuela', 'Cómic', 'Venganza']",5.7,9961.0,6
La casa del tiempo ,2014,86 min.,Francia,['Jonathan Helpert'],['Jean Helpert'],"[""Emmanuel D'Orlando"", 'Olivier Liboutry']",['Philipp Baben der Erde'],"['David Atrakchi', 'Laura Boujenah', 'Esther Comar', 'Maxime Dambrin', 'Pierre Deladonchamps', 'Julie Judd', 'Julia Piaton', 'Benjamin Wangermee', 'Jochen Hägele', 'Pierre-Marie Rochefort-Schneider', 'Philipp Weissert', 'Josselin Nottet']",['Alandra Films'],"['Ciencia ficción', 'Intriga', 'Viajes en el tiempo', 'Años 40', 'Crimen', 'II Guerra Mundial', 'Comedia negra']",5.6,93.0,6
"Buenas noches, mamá ",2014,99 min.,Austria,"['Severin Fiala', 'Veronika Franz']","['Severin Fiala', 'Veronika Franz']",['Olga Neuwirth'],['Martin Gschlacht'],"['Susanne Wuest', 'Elias Schwarz', 'Hans Escher', 'Lukas Schwarz', 'Christian Steindl', 'Erwin Schmalzbauer']",['Ulrich Seidl Film Produktion GmbH'],"['Terror', 'Drama', 'Thriller', 'Familia', 'Maternidad', 'Drama psicológico', 'Thriller psicológico']",6.2,7305.0,6
"Dios mío, ¿pero qué te hemos hecho? ",2014,93 min.,Francia,['Philippe de Chauveron'],"['Philippe de Chauveron', 'Guy Laurent']",['Marc Chouarain'],['Vincent Mathias'],"['Christian Clavier', 'Chantal Lauby', 'Ary Abittan', 'Medi Sadoun', 'Frédéric Chau', 'Noom Diawara', 'Frédérique Bel', 'Julia Piaton', 'Émilie Caen', 'Élodie Fontan', 'Pascal Nzonzi']","['Les Films Du Premier', 'TF1 International', 'TF1 Films Production']","['Comedia', 'Familia', 'Racismo', 'Bodas']",6.0,17220.0,6
Anarchy: La noche de las bestias ,2014,103 min.,Estados Unidos,['James DeMonaco'],['James DeMonaco'],['Nathan Whitehead'],['Jacques Jouffret'],"['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford', 'Kiele Sanchez', 'Zoe Borde', 'Justina Machado', 'John Beasley', 'Jack Conley', 'Noel Gugliemi', 'Cástulo Guerra', 'Michael K. Williams', 'Edwin Hodge', 'Lakeith Stanfield', 'Chad Morgan', 'Roberta Valderrama', 'Niko Nicotera', 'Bel Hernandez', 'Lily Knight', 'Cortney Palm']","['Blumhouse Productions', 'Platinum Dunes', 'Universal Pictures', 'Why Not Productions']","['Thriller', 'Terror', 'Acción', 'Thriller futurista', 'Distopía', 'Crimen', 'Sátira', 'Venganza', 'Supervivencia', 'Secuela']",5.7,20764.0,6
Pride (Orgullo) ,2014,120 min.,Reino Unido,['Matthew Warchus'],['Stephen Beresford'],['Christopher Nightingale'],['Tat Radcliffe'],"['Ben Schnetzer', 'Monica Dolan', 'George MacKay', 'Bill Nighy', 'Andrew Scott', 'Imelda Staunton', 'Dominic West', 'Paddy Considine', 'Joseph Gilgun', 'Russell Tovey', 'Sophie Evans', 'Jessie Cave', 'Freddie Fox', 'Faye Marsay']",['Calamity Films'],"['Comedia', 'Drama', 'Drama social', 'Comedia dramática', 'Basado en hechos reales', 'Años 80', 'Homosexualidad']",7.2,14812.0,6
La LEGO película ,2014,100 min.,Australia,"['Phil Lord', 'Christopher Miller']","['Phil Lord', 'Christopher Miller', 'Kevin Hageman', 'Dan Hageman']",['Mark Mothersbaugh'],['Barry Peterson'],[],"['Animal Logic', 'LEGO', 'Lin Pictures', 'Warner Bros.', 'Village Roadshow', 'Vertigo Entertainment']","['Animación', 'Comedia', 'Aventuras', 'Acción', 'Superhéroes', 'Lego', '3-D']",6.7,24919.0,6
Foxcatcher ,2014,130 min.,Estados Unidos,['Bennett Miller'],"['Dan Futterman', 'E. Max Frye']",['Rob Simonsen'],['Greig Fraser'],"['Channing Tatum', 'Steve Carell', 'Mark Ruffalo', 'Sienna Miller', 'Anthony Michael Hall', 'Vanessa Redgrave', 'Sherry Hudak-Weinhardt', 'Guy Boyd', 'Brett Rice', 'Jackson Frazer', 'Samara Lee', 'Francis J. Murphy III', 'Jane Mowder', 'David Bennett', 'Lee Perkins', 'Robert Haramia']","['Annapurna Pictures', 'Likely Story', 'Media Rights Capital (MRC)', 'Columbia Pictures']","['Drama', 'Años 80', 'Wrestling/Lucha libre', 'Deporte', 'Basado en hechos reales', 'Drama psicológico']",6.3,15728.0,6
Big Eyes ,2014,106 min.,Estados Unidos,['Tim Burton'],"['Scott Alexander', 'Larry Karaszewski']",['Danny Elfman'],['Bruno Delbonnel'],"['Amy Adams', 'Christoph Waltz', 'Danny Huston', 'Jason Schwartzman', 'Krysten Ritter', 'Terence Stamp', 'Heather Doerksen', 'Emily Fonda', 'Jon Polito', 'Steven Wiig', 'Emily Maddison', 'David Milchard', 'Elisabetta Fantone', 'Connie Jo Sechrist', 'James Saito']","['Silverwood Films', 'Electric City Entertainment', 'The Weinstein Company', 'Tim Burton']","['Drama', 'Basado en hechos reales', 'Biográfico', 'Años 50', 'Años 60', 'Pintura']",6.1,17982.0,6
St. Vincent ,2014,103 min.,Estados Unidos,['Theodore Melfi'],['Theodore Melfi'],['Theodore Shapiro'],['John Lindley'],"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts', 'Jaeden Martell', ""Chris O'Dowd"", 'Terrence Howard', 'Nathan Corddry', 'Scott Adsit', 'Kimberly Quinn', 'Lenny Venito', 'Dario Barosso', 'Donna Mitchell', 'Ann Dowd']","['The Weinstein Company', 'Chernin Entertainment', 'Crescendo Productions']","['Comedia', 'Drama', 'Cine independiente USA']",6.5,10215.0,6
Cómo entrenar a tu dragón 2 ,2014,102 min.,Estados Unidos,['Dean DeBlois'],"['Dean DeBlois', 'Cressida Cowell']",['John Powell'],['Roger Deakins'],[],"['DreamWorks Animation', 'Mad Hatter Entertainment']","['Animación', 'Fantástico', 'Aventuras', 'Vikingos', 'Dragones', 'Secuela', '3-D']",6.9,24907.0,6
Bajo la misma estrella ,2014,125 min.,Estados Unidos,['Josh Boone'],"['Scott Neustadter', 'Michael H. Weber', 'John Green']","['Mike Mogis', 'Nate Walcott']",['Ben Richardson'],"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern', 'Sam Trammell', 'Willem Dafoe', 'Lotte Verbeek', 'Ana Dela Cruz', 'Randy Kovitz', 'Toni Saladna', 'David Whalen', 'Milica Govich', 'Allegra Carpenter', 'Emily Peachey', 'Emily Bach', 'Mike Birbiglia']","['Fox 2000 Pictures', 'Temple Hill Entertainment']","['Romance', 'Drama', 'Drama romántico', 'Enfermedad', 'Adolescencia', 'Young Adult']",6.6,18786.0,6
El Hobbit: La batalla de los cinco ejércitos ,2014,144 min.,Nueva Zelanda,['Peter Jackson'],"['Philippa Boyens', 'Peter Jackson', 'Fran Walsh', 'Guillermo del Toro', 'J.R.R. Tolkien']",['Howard Shore'],['Andrew Lesnie'],"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Luke Evans', 'Orlando Bloom', 'Aidan Turner', 'Evangeline Lilly', 'Lee Pace', 'Ryan Gage', 'Ken Stott', 'Graham McTavish', 'James Nesbitt', 'Jed Brophy', 'Stephen Hunter', 'John Callen', 'Adam Brown', ""Dean O'Gorman"", 'William Kircher', 'Peter Hambleton', 'Mark Hadlow', 'Cate Blanchett', 'Hugo Weaving', 'Billy Connolly', 'Christopher Lee', 'Stephen Fry', 'Ian Holm', 'Sylvester McCoy', 'Manu Bennett']","['Wingnut Films', 'New Line Cinema', 'Metro-Goldwyn-Mayer (MGM)', 'Warner Bros.']","['Fantástico', 'Aventuras', 'Acción', 'Fantasía medieval', 'Espada y brujería', 'Secuela', 'Precuela', '3-D']",6.3,48039.0,6
El amanecer del planeta de los simios ,2014,130 min.,Estados Unidos,['Matt Reeves'],"['Rick Jaffa', 'Amanda Silver', 'Mark Bomback', 'Pierre Boulle']",['Michael Giacchino'],['Michael Seresin'],"['Jason Clarke', 'Gary Oldman', 'Andy Serkis', 'Keri Russell', 'Toby Kebbell', 'Kodi Smit-McPhee', 'Enrique Murciano', 'Kirk Acevedo', 'Judy Greer', 'Terry Notary', 'Nick Thurston', 'Karin Konoval', 'Jon Eyez']","['Chernin Entertainment', 'Ingenious Media', 'Soho VFX', 'TSG Entertainment', '20th Century Fox']","['Ciencia ficción', 'Acción', 'Futuro postapocalíptico', 'Simios', 'Secuela', '3-D']",6.6,46559.0,6
La teoría del todo ,2014,123 min.,Reino Unido,['James Marsh'],"['Anthony McCarten', 'Jane Hawking']",['Jóhann Jóhannsson'],['Benoît Delhomme'],"['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox', 'David Thewlis', 'Emily Watson', 'Simon McBurney', 'Charlotte Hope', 'Adam Godley', 'Harry Lloyd', 'Maxine Peake', 'Zac Rashid', ""Hugh O'Brien"", 'George Hewer', 'Georg Nikoloff', 'John W.G. Harley']",['Working Title Films'],"['Drama', 'Biográfico', 'Años 60', 'Enfermedad', 'Discapacidad', 'Drama romántico', 'Matemáticas']",7.0,47212.0,6
La entrega (The Drop) ,2014,106 min.,Estados Unidos,['Michael R. Roskam'],"['Dennis Lehane', 'Dennis Lehane']","['Marco Beltrami', 'Raf Keunen']",['Nicolas Karakatsanis'],"['Tom Hardy', 'Noomi Rapace', 'James Gandolfini', 'Michael Esper', 'Lauren Susan', 'Erin Darke', 'Morgan Spector', 'Chris Sullivan', 'Michael Aronov', 'Matthias Schoenaerts', 'Alex Ziwak', 'Danny McCarthy', 'John Ortiz', 'Elizabeth Rodriguez', 'James Frecheville']","['Chernin Entertainment', 'Fox Searchlight']","['Thriller', 'Drama', 'Crimen', 'Mafia']",6.4,16358.0,6
Birdman o (La inesperada virtud de la ignorancia) ,2014,118 min.,Estados Unidos,['Alejandro González Iñárritu'],"['Alejandro González Iñárritu', 'Nicolás Giacobone', 'Alexander Dinelaris', 'Armando Bo II']",['Antonio Sánchez'],['Emmanuel Lubezki'],"['Michael Keaton', 'Emma Stone', 'Edward Norton', 'Zach Galifianakis', 'Naomi Watts', 'Amy Ryan', 'Andrea Riseborough', 'Lindsay Duncan', 'Merritt Wever', 'Joel Garland', 'Natalie Gold', 'Clark Middleton', 'Bill Camp', 'Teena Byrd', 'Anna Hardwick', 'Stefano Villabona']","['Fox Searchlight', 'Regency Enterprises']","['Comedia', 'Drama', 'Teatro', 'Sátira', 'Comedia negra', 'Realismo mágico']",7.0,74599.0,6
Fargo (Miniserie de TV),2014,60 min.,Estados Unidos,"['Noah Hawley', 'Adam Bernstein', 'Randall Einhorn', 'Colin Bucksey', 'Scott Winant', 'Matt Shakman']",['Noah Hawley'],['Jeff Russo'],"['Dana Gonzales', 'Matthew J. Lloyd']","['Billy Bob Thornton', 'Martin Freeman', 'Allison Tolman', 'Colin Hanks', 'Oliver Platt', 'Bob Odenkirk', 'Adam Goldberg', 'Russell Harvard', 'Joshua Close', 'Joey King', 'Keith Carradine', 'Kate Walsh', 'Rachel Blanchard', 'Jordan Peele', 'Keegan-Michael Key', 'Susan Park', 'Gary Valentine', 'Glenn Howerton', 'Tom Musgrave', 'Barry Flatman', 'Julie Ann Emery', 'Peter Breitmayer']","['FX Productions', 'MGM Television', 'Joel Coen', 'Ethan Coen', 'FX Network']","['Serie de TV', 'Thriller', 'Drama', 'Comedia', 'Crimen', 'Policíaco', 'Comedia negra', 'Serie de antología', 'Miniserie de TV', 'Basada en una película']",8.2,40174.0,6
Tusk ,2014,102 min.,Estados Unidos,['Kevin Smith'],['Kevin Smith'],['Christopher Drake'],['James Laxton'],"['Justin Long', 'Michael Parks', 'Haley Joel Osment', 'Génesis Rodriguez', 'Johnny Depp', 'Ralph Garman', 'Harley Morenstein', 'Bill Bennett', 'Jennifer Schwalbach Smith', 'Rob Koebel', 'Harley Quinn Smith', 'Lily-Rose Depp', 'Ashley Greene', 'Doug Banks', 'Matthew Shively']","['Demarest Films', 'SModcast Pictures']","['Terror', 'Comedia', 'Thriller', 'Comedia de terror', 'Secuestros / Desapariciones', 'Asesinos en serie', 'Crimen']",5.0,6176.0,6
El Gran Hotel Budapest ,2014,99 min.,Estados Unidos,['Wes Anderson'],"['Wes Anderson', 'Wes Anderson', 'Hugo Guinness']",['Alexandre Desplat'],['Robert D. Yeoman'],"['Ralph Fiennes', 'Tony Revolori', 'Saoirse Ronan', 'Edward Norton', 'Jeff Goldblum', 'Jude Law', 'Willem Dafoe', 'F. Murray Abraham', 'Adrien Brody', 'Tilda Swinton', 'Harvey Keitel', 'Mathieu Amalric', 'Jason Schwartzman', 'Tom Wilkinson', 'Larry Pine', 'Bill Murray', 'Léa Seydoux', 'Owen Wilson', 'Giselda Volodi', 'Florian Lukas', 'Karl Markovics', 'Wallace Wolodarsky', 'Bob Balaban', 'Volker Michalowski', 'Fisher Stevens', 'Waris Ahluwalia', 'Lucas Hedges', 'Gabriel Rush']","['Indian Paintbrush', 'American Empirical Pictures', 'Studio Babelsberg', 'Scott Rudin Productions', 'Fox Searchlight', 'TSG Entertainment', 'Fox Searchlight']","['Comedia', 'Aventuras', 'Años 30']",7.2,71700.0,6
El Niño ,2014,135 min.,España,['Daniel Monzón'],"['Daniel Monzón', 'Jorge Guerricaechevarría']","['Roque Baños', 'India Martínez', 'Riki Rivera', 'David Santisteban']",['Carles Gusi'],"['Jesús Castro', 'Luis Tosar', 'Eduard Fernández', 'Jesús Carroza', 'Sergi López', 'Bárbara Lennie', 'Said Chatiby', 'Mariam Bachir', 'Moussa Maaskri', 'Ian McShane', 'José Manuel Poga', 'Juan Motilla']","['Ikiru Films', 'Vaca Films', 'Telecinco Cinema', 'La Ferme! Productions']","['Thriller', 'Acción', 'Drama', 'Drogas', 'Policíaco']",6.1,36056.0,6
Transcendence ,2014,119 min.,Estados Unidos,['Wally Pfister'],['Jack Paglen'],['Mychael Danna'],['Jess Hall'],"['Johnny Depp', 'Rebecca Hall', 'Paul Bettany', 'Kate Mara', 'Morgan Freeman', 'Cillian Murphy', 'Cole Hauser', 'Clifton Collins Jr.', 'Josh Stewart', 'Olivia Taylor Dudley', 'Cory Hardrict', 'Falk Hentschel']","['Warner Bros.', 'Alcon Entertainment', 'Syncopy Production', 'MG Entertainment', 'Straight Up Films']","['Ciencia ficción', 'Intriga', 'Acción', 'Drama', 'Internet / Informática']",5.2,16215.0,6
Profanación (Los casos del Departamento Q) ,2014,119 min.,Dinamarca,['Mikkel Nørgaard'],"['Nikolaj Arcel', 'Rasmus Heisterberg', 'Jussi Adler-Olsen']","['Patrik Andrén', 'Uno Helmersson', 'Johan Söderqvist']",['Eric Kress'],"['Nikolaj Lie Kaas', 'Fares Fares', 'Danica Curcic', 'Pilou Asbæk', 'David Dencik', 'Sarah-Sofie Boussnina', 'Johanne Louise Schmidt', 'Marco Ilsø', 'Søren Pilmark', 'Camilla Gottlieb', 'Adam Ild Rohweder', 'Morten Kirkskov', 'Beate Bille', 'Peter Christoffersen', 'Michael Brostrup', 'Anton Honik', 'Kristian Høgh Jeppesen', 'Katrine Greis-Rosenthal', 'Hans Henrik Voetmann', 'Hans Henrik Clemensen', 'Dan Zahle', 'Henning Valin Jakobsen', 'Diana Axelsen', 'Kasper Løfvall Stensbirk', 'Sevik Perl', 'Peter Damm-Ottesen', 'Nikolaj Groth', 'Emma Sehested Høeg', 'Lars Thiesgaard', 'Elena Arndt-Jensen', 'Frederikke Thomassen', 'Anders Budde Christensen', 'Mads Rømer', 'Peder Bille', 'Divya Das', 'Martin Hylander Brucker', 'Albert Rosin Harson', 'Sebastian Teschemacher', 'Thomas Voss', 'Morten Hemmingsen', 'Adam Brix']","['Zentropa Productions', 'Film I Väst', 'Zentropa International Sweden', 'TV2', 'ZDF', 'ZDF Enterprises', 'TV 4', 'TV2 Norge See', 'Det Danske Filminstitut', 'Eurimages', 'Deutscher Filmförderfonds', 'Schleswig-Holstein Film Commission', 'Programme MEDIA de la Communauté Européenne']","['Intriga', 'Thriller', 'Crimen', 'Policíaco', 'Neo-noir', 'Secuela']",6.5,4931.0,6
Black Mirror: Blanca Navidad (TV),2014,74 min.,Reino Unido,['Carl Tibbetts'],['Charlie Brooker'],['Jon Opstad'],['George Steel'],"['Jon Hamm', 'Rafe Spall', 'Rasmus Hardiker', 'Oona Chaplin', 'Natalia Tena', 'Janet Montgomery', 'Ken Drury', 'Robin Weaver', 'Dan Li', 'Zahra Ahmadi']","['Channel 4', 'House of Tomorrow']","['Ciencia ficción', 'Drama', 'Sátira', 'Navidad', 'Distopía', 'Historias cruzadas', 'Telefilm']",7.9,28517.0,6
The 3:07 AM Project (C),2013,6 min.,Estados Unidos,"['Nacho Vigalondo', 'Max Landis', 'Ti West', 'Jason Eisener']","['Nacho Vigalondo', 'Max Landis', 'Ti West', 'Jason Eisener']","['Catherine Maltais', 'Peter Allen']",['Vice Films'],"['Catherine Maltais', 'Peter Allen']",['Vice Films'],"['Terror', 'Sobrenatural', 'Película de episodios', 'Cortometraje']",4.4,556.0,6
Expediente Warren: The Conjuring ,2013,112 min.,Estados Unidos,['James Wan'],"['Chad Hayes', 'Carey Hayes']",['Joseph Bishara'],['John R. Leonetti'],"['Lili Taylor', 'Vera Farmiga', 'Patrick Wilson', 'Joey King', 'Ron Livingston', 'Mackenzie Foy', 'Shanley Caswell', 'Hayley McFarland', 'Sterling Jerins', 'Shannon Kook']","['Warner Bros.', 'New Line Cinema', 'Evergreen Media', 'The Safran Company']","['Terror', 'Sobrenatural', 'Casas encantadas', 'Basado en hechos reales', 'Posesiones / Exorcismos', 'Muñecos', 'Años 70']",6.8,50290.0,6
Rompenieves (Snowpiercer) ,2013,126 min.,Corea del Sur,['Bong Joon-ho'],"['Bong Joon-ho', 'Kelly Masterson', 'Jean-Marc Rochette', 'Jacques Loeb']",['Marco Beltrami'],['Hong Kyung-pyo'],"['Chris Evans', 'Song Kang-ho', 'Tilda Swinton', 'Jamie Bell', 'Octavia Spencer', 'Ewen Bremner', 'Ko Ah-sung', 'John Hurt', 'Ed Harris', 'Alison Pill', 'Luke Pasqualino', 'Steve Park', 'Adnan Haskovic', 'Clark Middleton', 'Paul Lazar']","['Moho Films', 'Opus Pictures']","['Ciencia ficción', 'Thriller', 'Acción', 'Futuro postapocalíptico', 'Trenes / Metros', 'Cómic', 'Nochevieja / Año nuevo', 'Zonas frías/polares']",6.4,28674.0,6
Ida ,2013,80 min.,Polonia,['Pawel Pawlikowski'],"['Pawel Pawlikowski', 'Rebecca Lenkiewicz']",['Kristian Eidnes Andersen'],"['Lukasz Zal', 'Ryszard Lenczewski']","['Agata Kulesza', 'Agata Trzebuchowska', 'Joanna Kulig', 'Dawid Ogrodnik', 'Jerzy Trela', 'Adam Szyszkowski', 'Artur Janusiak', 'Halina Skoczynska', 'Mariusz Jakus']","['Opus Film', 'Phoenix Film']","['Drama', 'Años 60', 'Religión', 'Familia', 'Nazismo']",6.9,16739.0,6
Don Jon ,2013,88 min.,Estados Unidos,['Joseph Gordon-Levitt'],['Joseph Gordon-Levitt'],['Nathan Johnson'],['Thomas Kloss'],"['Joseph Gordon-Levitt', 'Scarlett Johansson', 'Julianne Moore', 'Tony Danza', 'Glenne Headly', 'Rob Brown', 'Brie Larson', 'Jeremy Luke', 'Italia Ricci', 'Amanda Perez', 'Lindsey Broad', 'Sarah Dumont', 'Sloane Avery', 'Eva Mah', 'Loanne Bishop', 'Channing Tatum', 'Anne Hathaway']","['Relativity Studios', 'Voltage Pictures', 'Ram Bergman Productions']","['Comedia', 'Comedia romántica', 'Sexualidad y pornografía']",5.6,18078.0,6
La vida de Adèle ,2013,180 min.,Francia,['Abdellatif Kechiche'],"['Abdellatif Kechiche', 'Ghalia Lacroix', 'Julie Maroh']",['Varios'],['Sofian El Fani'],"['Adèle Exarchopoulos', 'Léa Seydoux', 'Salim Kechiouche', 'Mona Walravens', 'Jeremie Laheurte', 'Alma Jodorowsky', 'Aurélien Recoing', 'Catherine Salée', 'Fanny Maurin', 'Benjamin Siksou', 'Sandor Funtek', 'Karim Saidi']","['Wild Bunch', ""Quat'sous Films"", 'France 2 Cinema', 'Scope Pictures', 'Vértigo Films', 'RTBF (Télévision Belge)', 'Canal+', 'Ciné+']","['Romance', 'Drama', 'Drama romántico', 'Adolescencia', 'Erótico', 'Homosexualidad', 'Cómic']",7.4,39102.0,6
Luces fuera (Lights Out) (C),2013,3 min.,Suecia,['David F. Sandberg'],['David F. Sandberg'],['David F. Sandberg'],['Lotta Losten'],['Lotta Losten'],['David F. Sandberg'],"['Terror', 'Sobrenatural', 'Cortometraje']",6.6,5239.0,6
Philomena ,2013,98 min.,Reino Unido,['Stephen Frears'],"['Steve Coogan', 'Jeff Pope', 'Martin Sixsmith']",['Alexandre Desplat'],['Robbie Ryan'],"['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Charlie Murphy', 'Barbara Jefford', 'Mare Winningham', 'Sean Mahon', 'Michelle Fairley', 'Peter Hermann', 'Wunmi Mosaku', 'Amy McAllister']","['BBC Film', 'Pathé', 'Baby Cow Productions', 'British Film Institute', 'Magnolia Mae Films']","['Drama', 'Basado en hechos reales', 'Comedia dramática', 'Adopción', 'Road Movie', 'Periodismo', 'Religión', 'Familia']",6.7,14309.0,6
Monstruos University ,2013,96 min.,Estados Unidos,['Dan Scanlon'],"['Robert L. Baird', 'Daniel Gerson', 'Dan Scanlon', 'Andrew Stanton', 'Pete Docter']",['Randy Newman'],['Jean-Claude Kalache'],[],"['Pixar Animation Studios', 'Walt Disney Pictures']","['Animación', 'Fantástico', 'Comedia', 'Monstruos', 'Colegios & Universidad', 'Precuela', 'Cine familiar', 'Pixar', '3-D']",6.5,39961.0,6
Misericordia (Los casos del Departamento Q) ,2013,97 min.,Dinamarca,['Mikkel Nørgaard'],"['Nikolaj Arcel', 'Jussi Adler-Olsen']","['Patrik Andrén', 'Uno Helmersson', 'Johan Söderqvist']",['Eric Kress'],"['Nikolaj Lie Kaas', 'Fares Fares', 'Mikkel Boe Følsgaard', 'Sonja Richter', 'Marijana Jankovic', 'Søren Pilmark', 'Troels Lyby', 'Patricia Schumann', 'Peter Plaugborg', 'Rasmus Botoft', 'Per Scheel Krüger', 'Divya Das', 'Marie Mondrup', 'Kenneth Carmohn', 'Michael Brostrup', 'Jeff Pitzner', 'Lane Lind', 'Anton Honik', 'Marie Hammer Boda', 'Betina Grove Ankerdal', 'Anton Jarlros Gry', 'Claes Ljungmark', 'Eric Ericson', 'Morten Kirkskov', 'Jesper Riefensthal', 'Henrik Larsen', 'Lucas Lynggaard Tønnesen', 'Claus Maack Bahnsen', 'Morten Thunbo', 'Dorte Højsted', 'Sebastian Teschemacher', 'Bebiane Ivalo Kreutzmann', 'Magnus Millang', 'Marie-Louise Coninck', 'Stine Prætorius']","['Film I Väst', 'Zentropa Productions', 'Zentropa International Sweden']","['Intriga', 'Thriller', 'Crimen', 'Policíaco', 'Neo-noir', 'Secuestros / Desapariciones']",6.5,5542.0,6
Big Bad Wolves ,2013,110 min.,Israel,"['Aharon Keshales', 'Navot Papushado']","['Aharon Keshales', 'Navot Papushado']",['Haim Frank Ilfman'],['Giora Bejach'],"['Tzahi Grad', 'Lior Ashkenazi', 'Rotem Keinan', 'Nati Kluger', ""Doval'e Glickman"", 'Menashe Noy', 'Dvir Benedek', 'Kais Nashif', 'Ami Weinberg', 'Guy Adler', 'Arthur Perry']",['United Channel Movies'],"['Thriller', 'Comedia negra', 'Crimen', 'Policíaco', 'Secuestros / Desapariciones', 'Venganza']",6.3,8010.0,6
12 años de esclavitud ,2013,133 min.,Estados Unidos,['Steve McQueen'],"['John Ridley', 'Solomon Northup']",['Hans Zimmer'],['Sean Bobbitt'],"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Paul Dano', 'Paul Giamatti', 'Benedict Cumberbatch', 'Sarah Paulson', 'Brad Pitt', 'Alfre Woodard', 'Adepero Oduye', 'Chris Chalk', 'Garret Dillahunt', 'Dwight Henry', 'Scoot McNairy', 'Taran Killam', 'Bill Camp', 'Michael K. Williams', 'Ashley Dyke', 'Quvenzhané Wallis', 'Rob Steinberg', 'Bryan Batt', 'Storm Reid']","['Summit Entertainment', 'Plan B Entertainment', 'River Road Entertainment', 'Regency Enterprises', 'Film4 Productions', 'Fox Searchlight']","['Drama', 'Basado en hechos reales', 'Biográfico', 'Esclavitud', 'Racismo', 'Siglo XIX', 'Histórico']",7.3,63554.0,6
